test_name,tool,cwe,severity,raw_id
BenchmarkTest00192,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00193,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00194,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00195,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00196,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00198,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00199,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00203,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00204,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00207,qasecclaw,,LOW,java.lang.security.audit.tainted-xpath-from-http-request.tainted-xpath-from-http-request
BenchmarkTest00208,qasecclaw,,LOW,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00210,qasecclaw,,LOW,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00215,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00216,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00218,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00219,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00222,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00223,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00230,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00231,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00232,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00233,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00234,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00235,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00236,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00237,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00238,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00239,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00240,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00241,qasecclaw,,LOW,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00251,qasecclaw,,LOW,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00254,qasecclaw,,LOW,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00256,qasecclaw,,LOW,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00257,qasecclaw,,LOW,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated
BenchmarkTest00258,qasecclaw,,LOW,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated
BenchmarkTest00262,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00264,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00266,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00267,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00268,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00269,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00272,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00276,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00280,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00284,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00287,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00290,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00291,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00292,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00293,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00294,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00295,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00296,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00297,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00298,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00299,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00300,qasecclaw,,LOW,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00302,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00303,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00306,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00311,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00327,qasecclaw,,LOW,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00328,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00335,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00339,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00341,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00342,qasecclaw,,LOW,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00346,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00347,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00348,qasecclaw,,LOW,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00354,qasecclaw,,LOW,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated
BenchmarkTest00355,qasecclaw,,LOW,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated
BenchmarkTest00356,qasecclaw,,LOW,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated
BenchmarkTest00359,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00360,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00362,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00363,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00368,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00369,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00371,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00372,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00375,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00376,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00378,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00380,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00384,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00387,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00388,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00390,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00392,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00395,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00397,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00398,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00399,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00400,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00401,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00402,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00403,qasecclaw,,LOW,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00409,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00424,qasecclaw,,LOW,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00425,qasecclaw,,LOW,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00429,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00431,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00433,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00434,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00435,qasecclaw,,LOW,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00438,qasecclaw,,LOW,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00439,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00441,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00442,qasecclaw,,LOW,java.lang.security.audit.tainted-xpath-from-http-request.tainted-xpath-from-http-request
BenchmarkTest00445,qasecclaw,,LOW,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00446,qasecclaw,,LOW,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00448,qasecclaw,,LOW,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated
BenchmarkTest00449,qasecclaw,,LOW,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated
BenchmarkTest00452,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00453,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00455,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00459,qasecclaw,,LOW,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00461,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00462,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00464,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00465,qasecclaw,,LOW,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00472,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00473,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00475,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00477,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00478,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00480,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00482,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00483,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00484,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00485,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00486,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00487,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00488,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00489,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00490,qasecclaw,,LOW,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00491,qasecclaw,,LOW,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00492,qasecclaw,,LOW,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00496,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00497,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00498,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00499,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00500,qasecclaw,,LOW,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00508,qasecclaw,,LOW,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00510,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00512,qasecclaw,,LOW,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00515,qasecclaw,,LOW,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00516,qasecclaw,,LOW,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00518,qasecclaw,,LOW,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00521,qasecclaw,,LOW,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
