test_name,tool,cwe,severity,raw_id
BenchmarkTest00063,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00064,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00066,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00067,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00068,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00070,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00071,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00073,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00077,semgrep,,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00078,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00079,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00080,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00081,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00082,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00083,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00084,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00085,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00086,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00087,semgrep,,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00090,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00091,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00092,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00097,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00098,semgrep,,WARNING,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00102,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00103,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00104,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00105,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00106,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00107,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00108,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00109,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00110,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00111,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00112,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00113,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00114,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00115,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00117,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00118,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00119,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00120,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00123,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00124,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00125,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00131,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00132,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00133,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00135,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00136,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00138,semgrep,,WARNING,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request
BenchmarkTest00140,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00141,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00146,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00148,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00149,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00150,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00152,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00154,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00155,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00157,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00158,semgrep,,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00159,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00160,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00161,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00162,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00163,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00164,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00165,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00166,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00167,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00168,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00169,semgrep,,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00170,semgrep,,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00174,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00176,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00177,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00191,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00192,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00193,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00194,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00195,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00196,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00198,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00199,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00202,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00203,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00204,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00205,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00206,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00207,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00208,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00210,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00215,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00216,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00218,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00219,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00221,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00222,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00223,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00230,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00231,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00232,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00233,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00234,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00235,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00236,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00237,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00238,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00239,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00240,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00241,semgrep,,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00250,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00251,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00253,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00254,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00256,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00257,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00258,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00262,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00263,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00264,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00266,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00267,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00268,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00269,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00272,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00276,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00280,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00281,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00284,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00287,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00290,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00291,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00292,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00293,semgrep,,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00294,semgrep,,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00295,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00296,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00297,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00298,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00299,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00300,semgrep,,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00302,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00303,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00306,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00308,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00310,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00311,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00323,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00324,semgrep,,WARNING,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00325,semgrep,,WARNING,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00326,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00327,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00328,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00329,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00333,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00335,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00336,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00338,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00339,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00340,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00341,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00342,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00343,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00344,semgrep,,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00346,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00347,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00348,semgrep,,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00354,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00355,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00356,semgrep,,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00359,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00360,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00361,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00362,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00363,semgrep,,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00368,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00369,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00371,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00372,semgrep,,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00375,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00376,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00378,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00380,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00384,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00387,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00388,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00390,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00392,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00393,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00395,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00396,semgrep,,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00397,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00398,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00399,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00400,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00401,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00402,semgrep,,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00403,semgrep,,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00406,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00408,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00409,semgrep,,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00424,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00425,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00426,semgrep,,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00429,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00430,semgrep,,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
